Chromosome	Start.bp	End.bp	mu.major	mu.minor	n_probes	length	tau	sigma.minor	sigma.major
6	30573845	34108911	0.97	0.7	5215	66728488	5.5309913	0.000804935974296735	0.01007688827408894
6	34108911	36484521	1.0	0.97	874	47234392	2.6401053	0.005995338468317893	0.023300279576070206
6	36484521	47300552	1.0	1.0	4763	93031340	5.183387199999999	0.00017021864843910873	0.013196701655029378
6	47300552	48448664	1.0	0.9	4390	44431766	2.5943256	0.0033038828183283827	0.01167845181516374
6	48448664	48735988	1.0	1.0	1823	43904537	2.981493	0.002895217485123669	0.004276829355799526
6	48735988	48751017	3.0	1.0	2714	11536519	4.5501682	0.0010122392334697046	0.0013290923026680803
6	48751017	49414466	1.0	1.0	3961	59907683	4.203262	0.00011300093638325058	0.0027121984517042602
6	49414466	50444914	1.3	1.0	2304	97561118	0.029733199999999998	0.0013849317659524276	0.009639668624496247
6	50444914	52524812	1.0	1.0	1470	70445453	0.7181966	0.0026681328485820004	0.016354814484154708
6	52524812	53492554	1.0	0.0	2201	94558661	3.6013157	0.0043690930014449025	0.011310796424358434
6	53492554	54981553	1.0	1.0	2427	20532108	2.8994307999999998	0.004057526065140613	0.014793882643770026
6	54981553	57080390	1.0	0.0	2431	57635198	0.1809984	0.0007513298607492242	0.008054389943938546
6	57080390	57535102	1.0	1.0	647	1686612	2.9106627	0.0021445691531113992	0.010420694539965736
6	57535102	58332520	1.0	0.4	1882	10891546	0.0002152	0.005585556233042097	0.03236627393477624
6	58332520	61546920	1.9	0.4	1098	31302402	3.7726295	0.004405645562586758	0.005576511354624621
6	61546920	63411446	1.0	0.4	2670	90532725	1.1203494	0.007368100535684139	0.011098448477155576
6	63411446	66837322	1.0	1.0	1908	40685789	5.6253519999999995	0.010732680056759961	0.01632285172180916
6	66837322	67563634	1.0	0.0	5223	21974736	0.7770773999999999	0.005795622244511967	0.02313610017662942
6	67563634	78561576	1.0	1.0	508	94245745	2.751906	0.008883301292873626	0.019455749349036624
6	78561576	78950567	4.0	1.0	1789	68990783	2.1478382	0.007458322459363941	0.014777399837841144
6	78950567	85579837	1.0	1.0	2353	97638564	3.2717042999999997	0.0035204958334597337	0.004164555191049799
6	85579837	87099847	1.45	1.0	289	97235652	4.363363	0.0007623361320645243	0.009265451748373933
6	87099847	87640352	3.0	1.45	5758	60998956	4.624917	0.009670186705613102	0.01750822716398314
6	87640352	89542913	1.45	1.0	2588	29912928	0.9222705	0.002634503103267783	0.010585822995910044
6	89542913	91253666	1.0	1.0	3145	34784113	3.4243604999999997	0.0015626975154641035	0.03253189827194884
6	91253666	91585825	1.0	0.7	371	68492806	0.37403179999999997	0.0011958604194170642	0.007080415788183809
6	91585825	91731116	1.0	1.0	4893	50418521	1.7735864	0.011987307453104497	0.018657253849963105
6	91731116	94339126	1.6	1.0	4001	9408218	2.1288836	0.01019775305161096	0.010293310180597646
6	94339126	97282907	1.0	1.0	1240	32628489	2.2907834	0.0027665285971733788	0.02980369770561535
6	97282907	99991350	2.35	1.0	1706	60079256	0.3895702	0.0007555689095721503	0.0032722315341153223
6	99991350	101618351	1.0	1.0	3958	71004395	0.7144710999999999	0.0001968154266505862	0.009281369478953649
6	101618351	102949284	1.0	0.0	1635	90835292	3.2573874	0.004303816232373935	0.015278983863201012
6	102949284	118337936	1.0	1.0	4910	7763518	5.8899731	0.011492017432696358	0.011915477071867263
6	118337936	118973550	1.3	1.0	5033	33094210	2.4415282	0.004791908641196258	0.022175952648304485
6	118973550	120073338	3.3	1.0	697	14376110	3.1979316	0.0011193192494919184	0.010751899641565811
6	120073338	120392391	1.3	1.0	4101	21896282	4.5848388	0.0012769642757261663	0.024842959312218752
6	120392391	120921095	1.4	1.0	5727	23052756	0.6030694999999999	0.008027554224219852	0.029125121197780546
6	120921095	121159359	1.4	1.1	4899	76901599	1.062854	0.0013957699977109796	0.01978874342682105
6	121159359	121496331	1.4	0.5	2908	21938322	5.7817017	0.010965044641745643	0.014813548623478978
6	121496331	121641919	1.3	0.5	5150	81817107	3.7881025999999998	0.0038005697035907865	0.003928673162270838
6	121641919	123177576	1.3	0.4	5680	79327521	3.80041	0.003480984140355472	0.005515313806264373
6	123177576	124928265	1.25	0.4	990	93292101	5.9981586	0.0024865182436168256	0.018224331777785582
6	124928265	125676280	0.95	0.4	5570	81301650	3.8686347999999997	0.010343918962693306	0.011000990581617411
6	125676280	130020239	1.0	0.95	1356	17775570	4.9881629	0.0023164638613906623	0.010467036157036026
6	130020239	132760023	0.95	0.0	4010	60092601	1.7268271	0.00038344957465682647	0.04886889639057888
6	132760023	133205079	1.0	0.0	3581	87633196	2.0194592	0.005547059795473806	0.010905389003406983
6	133205079	152540174	1.0	1.0	4114	59304322	5.3410022999999995	0.018868401237421357	0.01920552998726335
6	152540174	153340262	1.06	1.0	3207	92760881	4.4478355	0.0039243210967575765	0.013859426314558923
6	153340262	155661569	1.0	0.61	2856	68987917	5.1554562	0.0077213484523689525	0.01140617177512094
6	155661569	156190178	1.0	0.0	4123	36202322	4.4548159	0.010121808489548996	0.012857408305695421
6	156190178	156633459	1.0	0.61	4714	55338230	5.989573099999999	0.0019342266767904065	0.00474771579961643
6	156633459	157743357	1.06	1.0	3347	9419492	5.8428213	0.0003389124002182699	0.0020496276725297685
6	157743357	158466586	1.3	1.06	865	55088137	1.4217771	0.0029653507626712645	0.010093398969870469
6	158466586	161135485	1.3	0.0	1631	43343624	0.6230317	0.006865120168741559	0.010253004182585424
6	161135485	162230197	1.9	0.0	5757	26338002	5.1230053	0.0021214374718917673	0.029215716004477987
6	162230197	162609466	1.3	0.0	3686	53342171	3.1793643	0.008749202662232903	0.04163861032240706
6	162609466	163293905	1.3	0.0	2773	81782767	5.2363748	0.01882261881514387	0.01998371978983758
6	163293905	165261142	1.0	0.0	4155	12646721	2.8539032	0.008252663057012628	0.023229485478575257
6	165261142	165364115	1.0	1.0	5556	12998145	0.031295699999999996	0.0007407080191653622	0.0077299538164319614
6	165364115	165930641	1.0	0.0	4109	93433613	2.7762748999999998	0.00026102255636719626	0.010317031168166537
6	165930641	171115067	1.0	1.0	2609	97094438	4.5875425	0.00030268820573821717	0.0032736337724029074
7	1	1483230	1.0	0.0	2897	59698013	1.2159163	0.0067518958703031515	0.02708021963222404
7	1483230	2004462	1.06	0.0	4250	27612043	3.1926712	0.0002222214532470963	0.013622982151568642
7	2004462	3977260	1.06	0.0	1370	89819394	2.3984976	0.00011534974298286579	0.02272815015385857
7	3977260	5170512	0.0	0.0	4690	83768130	1.6912209999999999	0.0015610287621295727	0.007441353947419028
7	5170512	6347338	0.0	0.0	3248	10252432	5.0151888	0.0012823194854770551	0.028778100859310745
7	6347338	6678170	0.0	0.0	1013	7915441	3.5622979999999997	0.0034539341503681533	0.022652610164801974
7	6678170	6923151	0.0	0.0	3351	16707837	0.8316100999999999	0.021758400125712778	0.023597092176574352
7	6923151	9141197	0.0	0.0	1099	22944410	4.511089999999999	0.005043460259510705	0.02335374207094544
7	9141197	14952985	1.0	0.0	993	49120312	5.3776284	0.003817788812316666	0.02734957542972555
7	14952985	16198595	1.0	0.0	5051	85802121	4.0519239	2.0854895836380175e-05	0.0024393333563103295
7	16198595	19059829	1.0	0.0	849	55414902	0.832981	0.0006075060461079999	0.015104685521802984
7	19059829	23615260	1.0	0.0	3724	54228377	1.9988633	0.007202708878640749	0.013582495158122225
7	23615260	35030898	1.0	0.0	4188	6251210	4.3979891	0.0005390129148509041	0.006104393554693825
7	35030898	37180085	0.0	0.0	5264	87841827	0.0329354	0.0018717920120216462	0.02113414185653812
7	37180085	38328157	0.0	0.0	2453	85536018	1.6008779	0.002380480311712341	0.013589688926572847
7	38328157	38619448	0.0	0.0	512	16481064	5.253569199999999	0.00563696726804358	0.009414926210106934
7	38619448	41932327	1.0	0.0	1182	87673679	0.1186964	0.007209492567066732	0.013309841487272336
7	41932327	46998671	1.9	0.0	4483	84559534	0.4074816	0.0002337864956832702	0.03004318260713651
7	46998671	58806306	1.0	0.0	3489	73768832	4.0277392999999995	0.0024448609899148667	0.01014673886712195
7	58806306	60459436	1.0	0.0	3086	11525541	4.7169034	0.0032751743292529934	0.011259020476783597
7	60459436	78280495	1.0	0.0	3590	23815761	1.1436689	0.0031417329186083022	0.02558235426211878
7	78280495	82331816	0.0	0.0	5491	6746004	5.6366638	0.0017466867705185447	0.008558097402766876
7	82331816	85380774	1.0	0.0	787	28221422	1.9730211999999998	0.00018678155433854402	0.003144164848835755
7	85380774	88564008	0.7	0.0	2093	45403016	0.7784911999999999	0.0025192866906953025	0.02960739158512884
7	88564008	104417133	1.0	0.0	5209	92249257	2.4969794999999997	0.001888754843202733	0.01938213329262882
7	104417133	105783802	1.0	0.0	346	66343176	1.4268497	0.00014344808039980347	0.003908908996370497
7	105783802	128359922	1.0	0.0	2402	50743079	1.0027484	0.003083446756631838	0.010038202268730295
7	128359922	128586097	1.0	0.0	5593	50112439	0.4619626	0.008164720713894577	0.018293070618046813
7	128586097	128943418	0.0	0.0	4081	43156441	3.6258561	0.019955165241315364	0.05624863396926188
7	128943418	133226416	0.0	0.0	338	88443284	2.7483491	0.0012820049347423252	0.007572948601024502
7	133226416	133313021	0.0	0.0	1365	91589074	1.9083184999999998	0.0039877615826773415	0.007623562392127082
7	133313021	133505193	0.0	0.0	1058	34341421	0.016094499999999998	0.0012932250585698138	0.02839491606863745
7	133505193	133921749	2.05	0.0	4582	18353537	2.3732906	9.564524579435614e-05	0.0007488608126219924
7	133921749	134726439	1.05	0.0	4909	26726643	3.6690194	0.0017489048027019027	0.004562712908988139
7	134726439	137372183	1.0	0.0	1745	2852264	5.1055544	0.008898666499209505	0.009340794768851395
7	137372183	137415050	0.0	0.0	4598	75909425	3.9062693	0.001369551623373622	0.052644027221430544
7	137415050	140139530	1.0	0.0	2843	18786754	1.7498810999999999	0.01564199988306113	0.040814293994829456
7	140139530	142360500	2.8	0.0	2830	40805189	0.44740979999999997	0.0001405527748570538	0.005590687749292285
7	142360500	145125885	1.0	0.0	2869	15750031	4.9930587	8.000311003578264e-05	0.006857381816673883
7	145125885	145400638	1.1	0.0	2695	40399482	2.5514590999999998	0.003253717448745317	0.007840720577616344
7	145400638	145460199	1.1	0.0	2650	71493769	2.0782279	0.000135308655999569	0.0009731224975703994
7	145460199	146953517	1.0	0.0	4280	93733993	5.1888475	0.008658444472398032	0.05278528412067262
7	146953517	148202094	1.0	0.0	2196	62172544	5.497478999999999	0.005913697006756534	0.024526817283332846
7	148202094	150626321	0.0	0.0	4173	9593668	0.8871072999999999	0.007646912354998341	0.018974129703591927
7	150626321	152528186	0.0	0.0	445	14484011	1.9886715	0.0003449586597949477	0.022657835872925497
7	152528186	152891807	2.0	0.0	3602	57574062	1.7055554	0.0003956563050412699	0.00445918593512665
7	152891807	155635927	1.0	0.0	4380	46771118	3.5101259999999996	0.008130824903215443	0.009206785169280748
7	155635927	155692232	0.0	0.0	4266	64242446	0.3782137	0.00633498917656946	0.028403165028175144
7	155692232	159138663	1.0	0.0	4687	47250918	0.5916066	0.014531617673488774	0.028505576819467002
8	1	17198316	1.0	1.0	230	24940274	2.2729708	0.007835954696897273	0.041188186651358656
8	17198316	17558454	1.0	0.97	1964	80129842	0.9234047999999999	0.0016368565312233864	0.005134919970079479
8	17558454	31241479	1.0	1.0	329	46046238	4.4932789	0.0016631102568502778	0.016552172119198523
8	31241479	33195950	2.0	1.0	3001	22139179	3.8118008999999997	0.012860980206406882	0.020010899301748486
8	33195950	34136483	1.0	1.0	2677	32057280	3.0511341	0.00018711031197485268	0.0014418661958581264
8	34136483	34679762	3.0	1.0	5868	79884497	3.4887101	0.020540666652270608	0.02449483942861237
8	34679762	36054362	1.0	1.0	5696	14892050	0.3805753	0.004315053412459468	0.004438577528346509
8	36054362	36609512	1.0	0.95	5101	80271921	3.9479759999999997	0.003092976421071522	0.00921183534696463
8	36609512	43495738	1.0	1.0	3728	85493894	3.8430923999999997	0.005151154243058286	0.01408724704517625
8	43495738	45005818	1.0	0.0	5425	31499129	0.3799413	0.0015502583973764957	0.02188933742440583
8	45005818	47976523	1.0	1.0	1468	54030170	1.108444	0.004398498595088935	0.01906335737554396
8	47976523	49190185	1.0	0.97	584	54889748	5.2137842	0.0027852590190913574	0.012116040429402132
8	49190185	53693376	1.0	1.0	424	40014440	4.3859606	0.027687114451915483	0.035031562730645706
8	53693376	54711923	1.0	0.9	3730	2308063	1.8832402	0.007522436753580226	0.018501304732112284
8	54711923	55657686	1.0	1.0	4752	32385193	0.6677691	0.0003192280374061097	0.00204601102646294
8	55657686	56453673	1.0	0.0	413	54518440	2.1589693999999997	0.003325989359267799	0.028784579378652447
8	56453673	56703505	1.0	1.0	4652	12125413	3.9529536	2.6121166598520206e-05	0.004939626178575792
8	56703505	57546400	1.0	0.0	3774	15068112	3.9527740999999996	0.0028141311015583734	0.00849529752259019
8	57546400	64806090	1.0	1.0	5398	70402150	5.4603644	0.003360875663438113	0.009228291770336341
8	64806090	68596173	3.0	1.0	3044	65091955	5.0052489	0.005105254622270503	0.0077341657581643086
8	68596173	69234084	1.0	1.0	2072	89364811	5.0935242	0.0011694364391337112	0.0025658138479288297
8	69234084	69561083	1.1	1.0	322	10915570	4.054975	0.00022281711634408247	0.023876405076182345
8	69561083	71446079	1.4	1.0	2834	77389697	4.8050138	0.0019873366717504076	0.002737275750378294
8	71446079	73177103	1.3	1.0	2903	58610702	4.3345937999999995	0.00329927832954051	0.006558845009017829
8	73177103	74380914	1.0	1.0	2202	5027892	4.110361999999999	0.0071870933366482235	0.008245371403862188
8	74380914	75855955	1.0	0.0	2518	99643460	0.83729	0.0011865876513887086	0.0015568387498361552
8	75855955	77750249	1.0	1.0	6	82386872	3.0313171	0.002838917836564007	0.010360408749170769
8	77750249	82623280	2.0	1.0	3207	99371955	2.1100125999999997	0.0027089050120841602	0.012370495007415218
8	82623280	91396822	1.0	1.0	5522	47895391	0.06696819999999999	0.0009036725372164821	0.06932077979691312
8	91396822	92041801	1.0	0.97	1769	7263760	0.19394789999999998	0.0019537125457742073	0.014204509872871808
8	92041801	92536835	1.05	0.97	5582	32724340	5.5774282	0.009122925048610035	0.009751545176687911
8	92536835	93099198	1.0	0.97	1159	75677560	5.0633732	0.008898099859381333	0.019848362566922212
8	93099198	101411825	1.0	1.0	2910	80674495	1.9089075999999998	0.00043667328784110766	0.05317583204461482
8	101411825	101432627	2.0	1.0	5635	47416710	1.6155898	0.006444471315509331	0.05594253975351785
8	101432627	107017308	1.0	1.0	394	94619458	1.2371606	0.001138202173936454	0.028005686991017496
8	107017308	107583499	1.45	1.0	5798	55777060	1.7648747999999999	0.004269558228400558	0.017900966523450558
8	107583499	114224402	1.0	1.0	5119	75077364	4.441395099999999	0.00010885171553091492	0.006408863002800242
8	114224402	114402883	2.0	1.0	5164	65664175	4.373606	0.0013621058545453832	0.0019441751587727055
8	114402883	131448188	1.0	1.0	5228	1985887	5.7295780999999995	0.002169455703829095	0.022477127960351808
8	131448188	133979805	1.1	1.0	4365	24843464	5.375261999999999	0.0012525962267912164	0.011707160619200614
8	133979805	135602482	1.0	1.0	4203	68625790	5.0915057	0.0032614303667346024	0.00853076709706078
8	135602482	136996597	1.0	0.7	5753	44358529	0.8684655	0.00210948837395675	0.014481237306266529
8	136996597	146364022	1.0	1.0	5257	55584988	5.4003108	0.0007512886722377567	0.008594252878011506
9	1	7048052	1.0	1.0	4706	8448931	1.3495317999999998	0.012102516314300345	0.031537761673977996
9	7048052	7093249	1.0	0.0	289	2254608	5.8214241	0.00048536918005507706	0.004143648581349695
9	7093249	7535514	1.0	1.0	3690	8316201	3.7906952	0.0026484814416177244	0.003969951504696321
9	7535514	7831087	1.0	0.9	5266	36913502	0.9589867999999999	0.00019513493902988566	0.026402184581009115
9	7831087	7945478	1.0	0.0	792	85860317	4.8503641	0.014953134185884193	0.03808839032053066
9	7945478	11258419	1.0	0.9	5094	44954196	4.7806609	0.0034092420923905278	0.027122168757199142
9	11258419	18258650	1.0	1.0	2823	52482905	3.6525809	0.0015964154181671276	0.003187930945991328
9	18258650	19188774	1.0	0.55	2645	93212683	3.3337402	0.004613487423548962	0.017607482172818264
9	19188774	27867096	1.0	1.0	4233	34742066	5.5771432999999995	0.003093353090617728	0.005001751228567886
9	27867096	28386644	5.0	1.0	2148	46360549	1.1218782999999999	0.011623217331685	0.022380790677745482
9	28386644	34488617	1.0	1.0	2302	61659218	3.3636415	0.003319305531547023	0.04109799002506954
9	34488617	38344564	1.0	0.55	4511	84077359	3.3768653	0.0030735149894134434	0.01715336681271007
9	38344564	45430730	2.0	0.55	19	99283550	3.1550195	0.0008350138095671589	0.032723293320382506
9	45430730	47347830	1.0	0.55	3965	63573657	2.6548811999999997	0.0019191399688322111	0.023148548597575768
9	47347830	51103966	1.0	1.0	2295	83409456	1.5222527	0.011039871913559022	0.019441825582405484
9	51103966	51561837	2.0	1.0	1522	46689111	4.771779899999999	0.00028539118553831905	0.0007624890343716123
9	51561837	51971587	3.0	2.0	5496	50324713	4.1563491	0.002888247643776071	0.01217819511380143
9	51971587	59377240	2.0	1.0	3613	34674575	2.2754687	0.0008172809278526941	0.025249857473465264
9	59377240	65304062	1.0	1.0	422	78676081	0.4079653	0.004238344082710268	0.012555097087127017
9	65304062	74542091	1.0	0.0	1578	54956717	3.9533755	0.00617238388853995	0.011600854925999143
9	74542091	77303305	1.0	1.0	4013	33107988	0.1333748	0.00535341212762431	0.026801317554536137
9	77303305	77827243	1.0	0.7	1674	73328140	2.9382185	0.002683022286735878	0.011328293492496658
9	77827243	80436734	0.7	0.0	1771	49636606	5.1064538	0.005079842377725939	0.03700244604438389
9	80436734	81595274	1.0	0.7	2570	1050707	3.7697041999999996	0.0008911744224745406	0.019665767111487764
9	81595274	83385954	1.0	1.0	5352	22937283	2.9904588999999997	0.00411613569356078	0.005907855891529125
9	83385954	85169553	1.0	0.0	2141	73744078	5.052508899999999	0.0001413196313818485	0.019253432422233843
9	85169553	86273364	1.0	1.0	1757	70663042	5.3924159	0.0010108059779307629	0.006661652179517668
9	86273364	88774908	1.0	0.97	1086	80994367	0.2980502	0.002806334191087061	0.012692332119312064
9	88774908	91491301	1.0	1.0	782	57644344	1.8525365999999999	0.001846916212955458	0.01835410614348347
9	91491301	92938470	1.09	1.0	1002	57758066	3.9580026	0.005866940203006971	0.0242268602456109
9	92938470	96758769	1.0	1.0	5016	54102886	5.5488342	0.0009506639146016834	0.008558430397143055
9	96758769	97800906	2.0	1.0	1336	55246739	0.058537	0.0037487732145052976	0.007897567854798542
9	97800906	102923393	1.0	1.0	1960	36027337	2.4606008999999998	0.013438051854656845	0.03360949057910657
9	102923393	106818018	1.0	0.55	5095	41557243	3.3645267	0.022198897601047422	0.022991584319278963
9	106818018	109242016	1.0	1.0	3383	515151	3.4016889999999997	0.0027121385095822508	0.038497069822762825
9	109242016	109667028	1.0	0.7	964	15123601	5.73015	0.001703910051614643	0.007007120178612198
9	109667028	129164458	1.0	1.0	4348	52022371	3.5365352999999997	0.004552525508129903	0.008853780723516355
9	129164458	131170233	1.3	1.0	4212	13580883	4.0817529	0.008526156517706687	0.01460099158194415
9	131170233	131826250	1.0	1.0	2565	46986346	1.3156694	0.008079670368908361	0.008416032950029453
9	131826250	133574318	1.0	0.0	1859	41658973	2.7517574	0.00511862309987543	0.008273827199098076
9	133574318	134141260	1.0	1.0	4725	97820323	4.6878684999999995	0.0011115964028603844	0.015061729347174924
9	134141260	134209014	1.0	0.9	2090	75557750	3.4735199999999997	0.0010656474262741356	0.001888255427553812
9	134209014	134402008	1.0	1.0	2298	48351406	4.0926887999999995	0.0016570222065863775	0.007540034039172024
9	134402008	134534186	1.2	1.0	3967	67097	4.0419168999999995	0.00020834110700986661	0.005699739344853633
9	134534186	137345726	1.0	1.0	2645	96447780	2.1899867	0.00887642946968794	0.012348945732257326
9	137345726	137481105	1.03	1.0	4715	93405272	2.1513758	0.0028604688463339124	0.010891064452550461
9	137481105	141213431	1.0	1.0	4999	39823069	0.7561858	0.0007271712314604793	0.008739974790274456
10	1	3093313	1.0	1.0	1381	34601011	4.5522822	0.0035909072056600506	0.004486982820272319
10	3093313	9052403	1.0	0.95	367	74059206	1.335277	0.002527997016392331	0.010743046116003305
10	9052403	17541909	1.0	1.0	3486	53790801	3.5577389	0.0007833625391976977	0.007769822876814741
10	17541909	18634407	1.0	0.4	3871	70768311	4.0938903	0.005559332440185043	0.027302675374929284
10	18634407	19375057	1.0	1.0	3196	71727641	3.4270671	0.0014394216463665557	0.018112649652677736
10	19375057	19837366	2.0	1.0	5765	37083269	5.9551121	0.00602253977863079	0.021855440924487848
10	19837366	21716185	1.0	1.0	3664	92072169	1.8898996	0.002930842913495506	0.013775565201716
10	21716185	22773979	1.0	0.0	3528	80772157	4.9690562	0.006244117905808574	0.060875517698865816
10	22773979	24077836	0.55	0.0	3752	27839503	2.4116760999999998	0.0011436671409087945	0.001227603047539689
10	24077836	24925591	1.0	0.55	5612	4185209	1.9119119999999998	0.005559676001209185	0.006362321350427957
10	24925591	29345579	1.0	1.0	5764	32962393	5.718391899999999	0.0016047857466691229	0.0032200325580252777
10	29345579	30587887	1.6	1.0	1727	75367210	0.0181691	0.007920416502688	0.01649639485686761
10	30587887	30811754	1.6	0.7	4981	5669576	4.1442963	0.0018006536443009524	0.006800546538404695
10	30811754	35420530	1.0	0.7	1363	68969932	4.3030884	0.00894789259644563	0.0245939299098491
10	35420530	37457529	1.0	1.0	769	98515876	0.3521883	0.0044241376591335445	0.008327033535712614
10	37457529	39231224	1.0	0.0	3877	15058865	0.8371371999999999	0.00041169902781305597	0.005561730573226513
10	39231224	39243431	2.0	0.0	3569	73024656	1.5616109999999999	0.01181871912129859	0.014108058160033549
10	39243431	40156868	1.0	0.0	1723	27908658	2.4894201	0.00044170605004341704	0.008724409020462844
10	40156868	44059888	1.0	1.0	4251	87170411	4.5962269	0.00032689237440742446	0.024345799038742788
10	44059888	45535833	1.9	1.0	2588	98462665	2.6082677	0.007035920405010684	0.008505143117842267
10	45535833	45847014	1.0	1.0	4814	89637937	5.9671594	0.009386389584612723	0.015319106694375051
10	45847014	47727320	2.0	1.0	3469	22332849	1.6012098	0.00445464106581693	0.033269531478534065
10	47727320	58329903	1.0	1.0	3999	29826684	5.6040474	0.0007793668036845414	0.01634547273121487
10	58329903	60224546	1.1	1.0	3498	71581595	4.2041406	0.0031426628115276607	0.006319415144000544
10	60224546	65720347	1.0	1.0	4607	59802089	0.4935057	0.0020312921347911956	0.006432747952372796
10	65720347	68555415	1.0	0.0	1570	94587431	5.444814699999999	0.00012730550808915455	0.024321498714359707
10	68555415	73961073	1.0	0.0	3169	5908588	4.797943399999999	0.0034769623410392703	0.02875415019921071
10	73961073	75226999	1.45	1.0	3374	46216741	5.5889459	0.003818758291019275	0.006277232590944028
10	75226999	75308148	1.75	1.0	3061	69438145	5.2376356	0.0028747342744488125	0.006611593557616438
10	75308148	85130691	1.45	1.0	4204	41984972	1.8233040999999999	0.002273410483477182	0.015285544131701951
10	85130691	94731090	1.0	1.0	2310	44809713	5.0701993	0.004260883287892596	0.010295484453635621
10	94731090	96003298	1.6	1.0	624	25379836	2.8318429999999997	0.007513243904237704	0.011707420947610195
10	96003298	97411596	1.0	1.0	1478	46106966	3.4565386	0.003677979128368948	0.04865875676376721
10	97411596	98504741	4.0	1.0	5173	32631270	4.687835	0.005817177066502591	0.012501677088250035
10	98504741	99413379	1.0	1.0	1569	22777097	1.6552548999999999	0.0052322395398359915	0.055685887375325295
10	99413379	99723048	1.05	1.0	5748	10888882	5.9206166	0.015920152162743693	0.018323844550330905
10	99723048	110513690	1.0	1.0	2583	67527906	1.454148	0.007801129764644168	0.011327374162330402
10	110513690	112809646	1.0	0.0	343	34719753	0.0916857	0.008544819096262176	0.042779340487927836
10	112809646	114290125	1.0	1.0	2678	56591009	4.6159438999999995	0.00030296116731903203	0.018779486761725785
10	114290125	114389660	1.0	0.97	589	54932017	3.7114176999999997	0.009760870652376108	0.01861453039884804
10	114389660	116927435	1.0	1.0	664	54762908	0.7040185	0.008333410668932655	0.021747752040440077
10	116927435	117273003	1.0	0.0	3713	54660585	1.3485913999999999	0.0002320450667567626	0.03004915502352964
10	117273003	118190228	1.0	1.0	214	77526199	1.1864938	0.01626575402434461	0.01927417310460753
10	118190228	120184706	1.0	0.95	3672	74250183	5.8377649	0.006422628419322069	0.014396743732680873
10	120184706	120600797	1.0	1.0	2569	39341912	1.1097835	0.008730616452457395	0.01102541699524729
10	120600797	121140619	1.1	1.0	3862	97419191	5.8095436	0.0019034963234687927	0.015214164358986487
10	121140619	127848795	1.0	1.0	1204	54942531	3.0884818	0.004621258912369219	0.02354383191794457
10	127848795	130116969	1.0	0.7	3080	91015787	4.7785679	0.00012824652971997848	0.0075190664208393135
10	130116969	135534747	1.0	1.0	5508	98317940	0.24905129999999998	0.0010809655602717627	0.02105405492442715
11	1	21737529	2.0	1.0	5648	92418586	4.0696047	0.01462774956515841	0.026695620469912775
11	21737529	22242130	2.2	2.0	2525	81636942	5.8257667	0.014588789715868314	0.021727562329095423
11	22242130	24678239	2.0	1.0	3447	71407296	4.6689675	0.00257469688652964	0.002964392306336776
11	24678239	27422869	3.0	2.0	3652	57214559	4.0145463	0.016733557052403706	0.02174624158614353
11	27422869	30363856	2.0	1.0	903	77505568	2.1051029999999997	0.005231395026165497	0.008837038229586485
11	30363856	30436811	1.0	0.8	1994	84860546	3.2893337	0.007209379229935023	0.0643012558061219
11	30436811	32960601	2.0	1.0	270	59369868	1.9584477	0.007243656184520101	0.01315656563693758
11	32960601	33824237	2.0	0.55	3388	57937399	3.4985587999999996	0.0016086504218122825	0.002155773657321326
11	33824237	36551040	2.0	1.0	3675	25013066	5.0261939	0.004145793045521682	0.0064801244276662005
11	36551040	38439148	5.0	2.0	735	76091761	3.1907579	0.007767582639488123	0.008045556616932212
11	38439148	39039570	2.0	1.0	277	54307175	0.9771989999999999	0.004320350807999519	0.005725412481650379
11	39039570	43360882	3.35	1.0	3872	20210356	3.9992245	0.00757249190951425	0.00978690224840077
11	43360882	47947435	2.0	1.0	4283	96232154	3.9694754999999997	0.00038538812301255453	0.0011129146710610652
11	47947435	47955467	5.0	2.0	4443	73321559	3.4592335999999997	0.00041143745206566773	0.003258484479805883
11	47955467	48690013	8.0	2.0	4207	21900939	2.6683304	0.0022161179782304993	0.013103784398785965
11	48690013	49704314	5.0	2.0	3532	8668307	4.1036510999999996	0.0007388771874982583	0.004272761558727567
11	49704314	50486179	4.85	2.0	2582	12225937	0.7031482	0.0022611867845531647	0.004138833451498339
11	50486179	50535353	5.0	2.0	3530	61120612	2.245529	0.005784384569640924	0.011891995204656143
11	50535353	55718997	2.0	1.0	5726	44869536	0.6842062	0.008717183770729432	0.018242122559081704
11	55718997	56832643	2.0	0.0	4940	66207565	1.4466607999999999	0.007118284030896485	0.01856405184059316
11	56832643	60513457	2.0	1.0	1718	21464504	4.2131995	0.002196963969469741	0.009521276125590818
11	60513457	62196542	2.1	1.0	4212	81362685	2.1598946999999997	0.002964449122668293	0.01688474758111423
11	62196542	64256074	2.01	1.0	4256	15602775	0.9451136	0.005677288139123044	0.011521425272137939
11	64256074	64284155	1.94	1.0	3847	7329074	3.3245090999999998	0.003193112841251229	0.02115527110306264
11	64284155	67503258	2.0	1.0	3173	13248714	5.7006846	0.005968233887807563	0.035860458873215324
11	67503258	92007405	1.0	1.0	340	28619663	5.081698299999999	0.008973841166827203	0.011509430362164254
11	92007405	94305449	1.0	0.0	5302	61592483	5.9056771999999995	0.0010219195301981285	0.01316832943139279
11	94305449	97793545	1.0	1.0	1801	19465956	5.5240538	0.0014820063554393875	0.011213741288844425
